X,Y,Z,Charge
14.347354154800,12.099007278889,8.214483981509,-1.04
14.397800124716,18.250836457498,25.828913099959,0
14.871158536553,19.061724975321,26.014986917267,0.52
13.519655616571,18.399711715176,26.179527161783,0.52
14.345982620696,18.373697800190,25.897615623559,-1.04
15.337949929323,15.030312578472,18.402730771075,0
14.994056823203,15.910151310069,18.248286030706,0.52
15.423689834470,14.969747415710,19.354157263037,0.52
15.304903205013,15.135189479714,18.504754050762,-1.04
17.899001723491,14.249418444179,11.103613829459,0
17.950564683498,15.175222248427,10.865999820868,0.52
17.732558435808,13.798158036073,10.276031497637,0.52
17.884295655532,14.310165724191,10.967255846427,-1.04
18.370891797064,17.012980986065,3.795528005790,0
18.176170208659,17.285325733444,2.898787418180,0.52
19.145299423913,16.456247809508,3.714454967846,0.52
18.445098603823,16.976575836020,3.670356064522,-1.04
12.127810651957,15.530863158603,18.486571784873,0
11.347080562410,15.514764229022,19.040135865739,0.52
12.666142548808,14.808413747081,18.809832448279,0.52
12.096780758788,15.436320060450,18.598815930919,-1.04
13.860399155100,18.073876322579,11.471756876538,0
14.746662936390,18.191334974171,11.129745451258,0.52
13.952365240621,18.180923600425,12.418495995462,0.52
13.985624380271,18.102615790182,11.549169317287,-1.04
17.177333165217,18.041088874962,24.807556127313,0
17.243630926730,18.096710272552,25.760836100264,0.52
17.777070518925,17.335238357671,24.566056657974,0.52
17.262593695594,17.957851702708,24.898672619317,-1.04
