X_h1,Y_h1,Z_h1,X_h2,Y_h2,Z_h2,X_o,Y_o,Z_o
12.261268558613,15.974884971489,29.838849250047,12.417052464457,14.836877079371,28.852662349126,12.280549987904,15.684136873032,29.015404700226
18.361564010602,14.540507480190,28.530891708785,18.683961679997,13.881174649445,27.206793845158,18.278353879197,13.867560174023,27.980269193758
12.570772839504,14.387658729860,21.174836130981,13.687714636439,13.579202254010,20.549748664854,12.897902208082,13.948143136485,20.494557088017
18.684238698911,14.503262864989,17.179973759371,17.776668938640,14.209812044228,16.004346719265,18.441256008005,14.655272056642,16.354855722679
18.024322027742,14.757599599171,21.902116654124,18.380102305324,13.743707584309,20.835655887065,18.068249097661,13.928641155060,21.630334632334
12.425648938471,15.964821329678,7.113562190424,12.532782273999,14.629029876249,7.817890830163,12.343835742213,15.095236048889,7.103805282333
16.998681192150,12.006408255651,2.323305753325,15.713629870277,12.562384666688,2.899004044025,16.582695430448,12.479690321602,2.928224829741
17.899335085383,13.766613878480,18.856357282619,17.872343409059,15.253696223317,19.138762559621,18.308266259778,14.537556127570,18.893646692353
15.474736279598,17.305151912899,6.371289422728,16.007927656981,18.607050112592,5.812126455325,15.679268002651,18.147574297784,6.478333603384
12.487569213157,14.718033790405,.995315587286,12.184965361922,15.443371517340,2.289228753807,12.389470779699,15.463264530071,1.440259402743
15.954806080081,13.038098712244,15.366713443030,17.236813942529,12.391190088073,14.887275997696,16.705739791933,12.626759049592,15.539529528035
13.237748012423,17.114516031870,28.472153886774,13.357462645947,18.470907163632,29.133793286742,13.629901097695,17.892150523295,28.538994835015
16.369226694352,18.929535984953,21.319187428029,15.373746691323,18.227921972163,22.218438523118,16.146865374831,18.618109903578,22.104385744585
16.208060227992,18.675256624062,8.447525497664,17.212991235316,18.149583418633,9.450359752665,16.418620653060,18.464023234006,9.268507786890
18.335069404545,16.670007250552,8.142826144183,17.110366387350,16.835699499045,7.268444196831,17.978424411708,16.790949835788,7.354698998943
18.034739717986,14.438844408704,13.371891469358,18.953070664023,15.037658555445,14.415914976089,18.629298319834,15.034902293497,13.604662223205
17.515438575438,16.380519659161,28.987208290858,18.655959253732,16.476511612876,29.978113593397,18.313595243957,16.140202688417,29.248284607234
16.226731416770,18.939399904011,2.754485984263,17.113174271583,18.158179321711,3.700957673398,16.380349731490,18.608229456316,3.548019036415
17.949832306998,13.501346115841,3.665493781570,18.755680562639,13.994740915112,4.848314711519,18.463694234696,14.104863504183,4.032481299251
16.359717826750,15.462591715608,26.936077556388,15.751452108388,14.101212390769,27.197906395823,15.670299680396,14.969417746852,27.146907376200
14.692043075617,15.428856639539,8.508768443750,15.580188034506,16.608638161794,8.842249002614,15.420375415247,15.890881739436,8.370812048407
13.768616361265,17.739737093993,26.684798082214,13.067318464873,16.998539827580,25.566449717807,13.623604880696,17.617328290420,25.832181572749
13.287797262558,12.163286873826,2.628417778808,13.381077929049,13.508196846696,3.317192831729,13.652041739317,12.682503835280,3.229006544096
12.350419327779,15.364000567904,19.345626857989,12.089874650734,15.932332059625,17.966855311222,12.417283384134,16.019296586846,18.771968874144
18.675355434420,13.924038526616,.389880022559,17.840474514143,14.778462568167,1.319841633363,17.942046432089,14.050981980892,.847165954356
13.231505120225,18.428565017795,4.802081623005,14.237275928616,17.602649794068,4.028657861024,13.417962647818,17.881200380715,4.147411705122
16.875174839270,12.251108419926,17.719508249272,15.686968029359,12.828441460131,18.458931219542,16.521992585378,12.572241359391,18.451015657046
14.616103097915,18.147943895507,15.043019503617,15.610565117205,18.130516044557,13.901688371301,14.784792627751,18.146077950155,14.185985363297
13.724246776951,19.057413587741,10.075359197428,14.614151675823,17.859051365882,10.328128751724,13.823304102131,18.194820770713,10.170692482502
13.074499694741,17.765812525055,8.612974642739,13.865371411285,17.884026455640,7.327500961181,13.123681032242,17.686580062064,7.744487124261
17.537805072256,18.115115905959,18.371873534658,16.379600615690,17.423434997025,19.058921675911,17.084763788748,17.937480939258,19.097246935704
17.902743506574,16.599952660643,13.615954036264,17.962979411935,18.084277246969,13.324325249061,17.508187867007,17.377359545734,13.561810345952
